DATAFLOW,LAST UPDATE,freq,stk_flow,indic_et,partner,sitc06,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CC5_15,TOTAL,EU27_2020,2024-02,12996.8,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CC5_15,TOTAL,EU27_2020,2024-03,13152.9,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CH,TOTAL,EU27_2020,2023-06,12564.4,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CH,TOTAL,EU27_2020,2023-07,11004.2,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CH,TOTAL,EU27_2020,2023-08,10805.0,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CH,TOTAL,EU27_2020,2023-09,12017.5,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CH,TOTAL,EU27_2020,2023-10,11413.8,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CH,TOTAL,EU27_2020,2023-11,12717.5,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CH,TOTAL,EU27_2020,2023-12,9342.5,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CH,TOTAL,EU27_2020,2024-01,10911.3,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CH,TOTAL,EU27_2020,2024-02,11113.3,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CH,TOTAL,EU27_2020,2024-03,10750.3,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CIS,TOTAL,EU27_2020,2023-06,7839.8,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CIS,TOTAL,EU27_2020,2023-07,7850.7,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CIS,TOTAL,EU27_2020,2023-08,7387.6,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CIS,TOTAL,EU27_2020,2023-09,8411.0,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CIS,TOTAL,EU27_2020,2023-10,8320.7,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CIS,TOTAL,EU27_2020,2023-11,8363.1,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CIS,TOTAL,EU27_2020,2023-12,8148.6,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CIS,TOTAL,EU27_2020,2024-01,7378.3,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CIS,TOTAL,EU27_2020,2024-02,8226.3,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CIS,TOTAL,EU27_2020,2024-03,7318.6,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CL,TOTAL,EU27_2020,2023-06,685.3,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CL,TOTAL,EU27_2020,2023-07,741.4,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CL,TOTAL,EU27_2020,2023-08,602.9,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CL,TOTAL,EU27_2020,2023-09,508.5,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CL,TOTAL,EU27_2020,2023-10,711.3,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CL,TOTAL,EU27_2020,2023-11,579.5,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CL,TOTAL,EU27_2020,2023-12,481.1,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CL,TOTAL,EU27_2020,2024-01,737.4,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CL,TOTAL,EU27_2020,2024-02,729.3,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CL,TOTAL,EU27_2020,2024-03,609.9,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CN_X_HK,TOTAL,EU27_2020,2023-06,43163.9,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CN_X_HK,TOTAL,EU27_2020,2023-07,42624.6,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CN_X_HK,TOTAL,EU27_2020,2023-08,40418.4,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CN_X_HK,TOTAL,EU27_2020,2023-09,41948.1,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CN_X_HK,TOTAL,EU27_2020,2023-10,46544.7,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CN_X_HK,TOTAL,EU27_2020,2023-11,44070.0,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CN_X_HK,TOTAL,EU27_2020,2023-12,36017.7,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CN_X_HK,TOTAL,EU27_2020,2024-01,36898.0,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CN_X_HK,TOTAL,EU27_2020,2024-02,37893.9,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,CN_X_HK,TOTAL,EU27_2020,2024-03,41174.1,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,DAE,TOTAL,EU27_2020,2023-06,16643.1,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,DAE,TOTAL,EU27_2020,2023-07,17530.6,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,DAE,TOTAL,EU27_2020,2023-08,16463.9,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,DAE,TOTAL,EU27_2020,2023-09,16162.7,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,DAE,TOTAL,EU27_2020,2023-10,17476.1,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,DAE,TOTAL,EU27_2020,2023-11,14768.4,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,DAE,TOTAL,EU27_2020,2023-12,14203.8,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,DAE,TOTAL,EU27_2020,2024-01,14403.9,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,DAE,TOTAL,EU27_2020,2024-02,13112.1,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,DAE,TOTAL,EU27_2020,2024-03,15035.0,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,DZ,TOTAL,EU27_2020,2023-06,2757.0,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,DZ,TOTAL,EU27_2020,2023-07,2548.8,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,DZ,TOTAL,EU27_2020,2023-08,2891.3,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,DZ,TOTAL,EU27_2020,2023-09,2724.1,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,DZ,TOTAL,EU27_2020,2023-10,3035.0,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,DZ,TOTAL,EU27_2020,2023-11,2702.5,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,DZ,TOTAL,EU27_2020,2023-12,2784.5,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,DZ,TOTAL,EU27_2020,2024-01,2606.6,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,DZ,TOTAL,EU27_2020,2024-02,2359.9,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,DZ,TOTAL,EU27_2020,2024-03,2480.7,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EFTA,TOTAL,EU27_2020,2023-06,21386.1,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EFTA,TOTAL,EU27_2020,2023-07,20278.4,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EFTA,TOTAL,EU27_2020,2023-08,20579.7,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EFTA,TOTAL,EU27_2020,2023-09,21278.8,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EFTA,TOTAL,EU27_2020,2023-10,22395.4,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EFTA,TOTAL,EU27_2020,2023-11,23256.3,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EFTA,TOTAL,EU27_2020,2023-12,19409.8,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EFTA,TOTAL,EU27_2020,2024-01,21050.4,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EFTA,TOTAL,EU27_2020,2024-02,20652.2,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EFTA,TOTAL,EU27_2020,2024-03,20084.7,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EG,TOTAL,EU27_2020,2023-06,1027.0,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EG,TOTAL,EU27_2020,2023-07,800.9,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EG,TOTAL,EU27_2020,2023-08,792.0,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EG,TOTAL,EU27_2020,2023-09,731.2,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EG,TOTAL,EU27_2020,2023-10,948.9,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EG,TOTAL,EU27_2020,2023-11,820.5,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EG,TOTAL,EU27_2020,2023-12,681.6,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EG,TOTAL,EU27_2020,2024-01,1085.1,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EG,TOTAL,EU27_2020,2024-02,905.3,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EG,TOTAL,EU27_2020,2024-03,1345.7,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EU27_2020,TOTAL,EU27_2020,2023-06,356005.3,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EU27_2020,TOTAL,EU27_2020,2023-07,315212.5,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EU27_2020,TOTAL,EU27_2020,2023-08,299310.6,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EU27_2020,TOTAL,EU27_2020,2023-09,331599.0,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EU27_2020,TOTAL,EU27_2020,2023-10,344966.1,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EU27_2020,TOTAL,EU27_2020,2023-11,352314.3,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EU27_2020,TOTAL,EU27_2020,2023-12,299721.5,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EU27_2020,TOTAL,EU27_2020,2024-01,313245.2,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EU27_2020,TOTAL,EU27_2020,2024-02,326177.1,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EU27_2020,TOTAL,EU27_2020,2024-03,336340.0,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EUR_NEU27_2020,TOTAL,EU27_2020,2023-06,52923.5,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EUR_NEU27_2020,TOTAL,EU27_2020,2023-07,50367.9,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EUR_NEU27_2020,TOTAL,EU27_2020,2023-08,49859.0,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EUR_NEU27_2020,TOTAL,EU27_2020,2023-09,52351.5,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EUR_NEU27_2020,TOTAL,EU27_2020,2023-10,54022.3,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EUR_NEU27_2020,TOTAL,EU27_2020,2023-11,55266.0,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EUR_NEU27_2020,TOTAL,EU27_2020,2023-12,47584.2,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EUR_NEU27_2020,TOTAL,EU27_2020,2024-01,51492.5,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EUR_NEU27_2020,TOTAL,EU27_2020,2024-02,50819.3,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EUR_NEU27_2020,TOTAL,EU27_2020,2024-03,50439.3,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EXT_EU27_2020,TOTAL,EU27_2020,2023-06,207455.0,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EXT_EU27_2020,TOTAL,EU27_2020,2023-07,201438.4,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EXT_EU27_2020,TOTAL,EU27_2020,2023-08,198625.2,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EXT_EU27_2020,TOTAL,EU27_2020,2023-09,203513.5,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EXT_EU27_2020,TOTAL,EU27_2020,2023-10,216493.8,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EXT_EU27_2020,TOTAL,EU27_2020,2023-11,208687.7,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EXT_EU27_2020,TOTAL,EU27_2020,2023-12,185419.0,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EXT_EU27_2020,TOTAL,EU27_2020,2024-01,193215.4,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EXT_EU27_2020,TOTAL,EU27_2020,2024-02,188937.9,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,EXT_EU27_2020,TOTAL,EU27_2020,2024-03,197934.9,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,HK,TOTAL,EU27_2020,2023-06,654.9,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,HK,TOTAL,EU27_2020,2023-07,841.5,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,HK,TOTAL,EU27_2020,2023-08,342.3,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,HK,TOTAL,EU27_2020,2023-09,380.8,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,HK,TOTAL,EU27_2020,2023-10,406.0,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,HK,TOTAL,EU27_2020,2023-11,340.6,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,HK,TOTAL,EU27_2020,2023-12,322.6,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,HK,TOTAL,EU27_2020,2024-01,343.4,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,HK,TOTAL,EU27_2020,2024-02,296.6,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,HK,TOTAL,EU27_2020,2024-03,372.6,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,ID,TOTAL,EU27_2020,2023-06,1471.2,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,ID,TOTAL,EU27_2020,2023-07,1458.1,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,ID,TOTAL,EU27_2020,2023-08,1503.2,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,ID,TOTAL,EU27_2020,2023-09,1408.0,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,ID,TOTAL,EU27_2020,2023-10,1405.5,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,ID,TOTAL,EU27_2020,2023-11,1483.3,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,ID,TOTAL,EU27_2020,2023-12,1087.2,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,ID,TOTAL,EU27_2020,2024-01,1209.9,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,ID,TOTAL,EU27_2020,2024-02,1221.2,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,ID,TOTAL,EU27_2020,2024-03,1299.8,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,IL,TOTAL,EU27_2020,2023-06,1240.5,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,IL,TOTAL,EU27_2020,2023-07,1273.6,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,IL,TOTAL,EU27_2020,2023-08,1206.9,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,IL,TOTAL,EU27_2020,2023-09,1292.1,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,IL,TOTAL,EU27_2020,2023-10,1238.3,
ESTAT:EXT_ST_EU27_2020SITC(1.0),21/05/24 11:00:00,M,IMP,TRD_VAL,IL,TOTAL,EU27_2020,2023-11,1319.8,
